uid,name,vendor_name,address,latitude,longitude,city,country,open,close,cost_per_unit,power_type,total,type,vehicle_type
REVBOLT_00023596,REVOS,REVOS,A-05 vikas nagar main Nala road new Delhi 110059,28.65001843456373,77.04865839332342,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023198,REVOS,REVOS,Bhajanpur a Garhi mendu gali no 5 near 5 pusta,28.69992031380351,77.25575812160969,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023198,REVOS,REVOS,Bhajanpur a Garhi mendu gali no 5 near 5 pusta,28.69992031380351,77.25575812160969,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021160,REVOS,REVOS,Pradeep Vihar Gate no 2,28.77166042075638,77.17971917241812,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021160,REVOS,REVOS,Pradeep Vihar Gate no 2,28.77166042075638,77.17971917241812,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_003831,REVOS,REVOS,Delhi,28.542604,77.046051,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_003831,REVOS,REVOS,Delhi,28.542604,77.046051,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021047,REVOS,REVOS,kakrola housing pillar no 806 new delhi,28.61949211268675,77.02558234333992,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021047,REVOS,REVOS,kakrola housing pillar no 806 new delhi,28.61949211268675,77.02558234333992,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021057,REVOS,REVOS,dwaraka piller no. 806,28.61950918278797,77.02602256089449,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021057,REVOS,REVOS,dwaraka piller no. 806,28.61950918278797,77.02602256089449,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021049,REVOS,REVOS,houseno44/21/2village Bakhtawerpur our Delhi 110036,28.8216899048442,77.17019431293011,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021049,REVOS,REVOS,houseno44/21/2village Bakhtawerpur our Delhi 110036,28.8216899048442,77.17019431293011,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00019780,REVOS,REVOS,houseno44/21/2village Bakhtawerpur our Delhi 110036,28.8216931360231,77.1701892837882,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00019780,REVOS,REVOS,houseno44/21/2village Bakhtawerpur our Delhi 110036,28.8216931360231,77.1701892837882,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023610,REVOS,REVOS,"B-88,89 Piple road Mohan garden Uttam Nagar ",28.62243813561941,77.03936453908682,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023610,REVOS,REVOS,"B-88,89 Piple road Mohan garden Uttam Nagar ",28.62243813561941,77.03936453908682,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00024156,REVOS,REVOS,A6/47 bhajanpura pushta road near khajuri red light,28.70321902887549,77.25623019039631,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00024156,REVOS,REVOS,A6/47 bhajanpura pushta road near khajuri red light,28.70321902887549,77.25623019039631,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00024153,REVOS,REVOS,A6/47 bhajanpura pushta road near khajuri red light,28.70319550270309,77.25624896585941,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00024153,REVOS,REVOS,A6/47 bhajanpura pushta road near khajuri red light,28.70319550270309,77.25624896585941,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00024151,REVOS,REVOS,A6/47 bhajanpura pushta road near khajuri red light,28.70319550270309,77.25624896585941,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00024151,REVOS,REVOS,A6/47 bhajanpura pushta road near khajuri red light,28.70319550270309,77.25624896585941,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023192,REVOS,REVOS,A-15 1st and 2 nd pusta New usmanpur main service road Delhi ,28.68238306143476,77.25572660565376,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023192,REVOS,REVOS,A-15 1st and 2 nd pusta New usmanpur main service road Delhi ,28.68238306143476,77.25572660565376,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00022220,REVOS,REVOS,opp HDFC Bank Arya Samaj Road,28.85699629565405,77.09193885326385,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00022220,REVOS,REVOS,opp HDFC Bank Arya Samaj Road,28.85699629565405,77.09193885326385,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023197,REVOS,REVOS,9/22 shyam  block kailash nagar delhi 110031,28.66295154006448,77.25789550691843,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023197,REVOS,REVOS,9/22 shyam  block kailash nagar delhi 110031,28.66295154006448,77.25789550691843,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023395,REVOS,REVOS,9/22 shyam  block kailash nagar delhi 110031,28.66296154253138,77.25792400538921,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023395,REVOS,REVOS,9/22 shyam  block kailash nagar delhi 110031,28.66296154253138,77.25792400538921,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023443,REVOS,REVOS,C-1 Rama Vihar Main Kanjhawala Road Delhi,28.72773189575858,77.04794492572546,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023443,REVOS,REVOS,C-1 Rama Vihar Main Kanjhawala Road Delhi,28.72773189575858,77.04794492572546,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023193,REVOS,REVOS,"wz-39 budhella village opp. DG2 , Flats Vikaspuri New Delhi 110018",28.63775877056407,77.06788480281828,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023193,REVOS,REVOS,"wz-39 budhella village opp. DG2 , Flats Vikaspuri New Delhi 110018",28.63775877056407,77.06788480281828,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023516,REVOS,REVOS,wz-39 Budhella village opp. DG-2  Vikaspuri new Delhi,28.63777171804285,77.06784289330244,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023516,REVOS,REVOS,wz-39 Budhella village opp. DG-2  Vikaspuri new Delhi,28.63777171804285,77.06784289330244,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023793,REVOS,REVOS,D90/4 Mohan Baba Nagar near by Negi store ,28.49398703630626,77.30706810951233,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023793,REVOS,REVOS,D90/4 Mohan Baba Nagar near by Negi store ,28.49398703630626,77.30706810951233,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00016908,REVOS,REVOS,JAUNTI ,28.75254765149129,76.97157807648182,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00016908,REVOS,REVOS,JAUNTI ,28.75254765149129,76.97157807648182,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021188,REVOS,REVOS,23 DDA SHOPPING COMPLEX ZAMRUDPUR,28.55589292111229,77.23806258291008,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021188,REVOS,REVOS,23 DDA SHOPPING COMPLEX ZAMRUDPUR,28.55589292111229,77.23806258291008,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023542,REVOS,REVOS,"plot no-8, vipin garden, metro pillar no-801",28.61942795262628,77.02723290771246,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023542,REVOS,REVOS,"plot no-8, vipin garden, metro pillar no-801",28.61942795262628,77.02723290771246,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023533,REVOS,REVOS,"plot no-8, vipin garden, metro pillar no-801",28.61941529719686,77.02723156660795,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023533,REVOS,REVOS,"plot no-8, vipin garden, metro pillar no-801",28.61941529719686,77.02723156660795,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021973,REVOS,REVOS,"B-523A, Chokhandi tilak Nagar ",28.64756926449407,77.09507804363966,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021973,REVOS,REVOS,"B-523A, Chokhandi tilak Nagar ",28.64756926449407,77.09507804363966,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00018768,REVOS,REVOS,"B-523A, Chokhandi tilak Nagar ",28.64758162229537,77.09507670253515,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00018768,REVOS,REVOS,"B-523A, Chokhandi tilak Nagar ",28.64758162229537,77.09507670253515,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00024154,REVOS,REVOS,B-19 EAST KRISHNA NAGAR,28.66016316809757,77.28805460035801,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00024154,REVOS,REVOS,B-19 EAST KRISHNA NAGAR,28.66016316809757,77.28805460035801,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00024155,REVOS,REVOS,B-19 East Krishna Nagar,28.66016140290928,77.288051918149,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00024155,REVOS,REVOS,B-19 East Krishna Nagar,28.66016140290928,77.288051918149,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00011076,REVOS,REVOS,"20 Foot Road, Shri Ram Colony, Khajuri",28.71232090804211,77.25142635405064,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00011076,REVOS,REVOS,"20 Foot Road, Shri Ram Colony, Khajuri",28.71232090804211,77.25142635405064,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023618,REVOS,REVOS,shop no 192 sahimanider harinager part 2,28.50380092671396,77.31601763516665,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023618,REVOS,REVOS,shop no 192 sahimanider harinager part 2,28.50380092671396,77.31601763516665,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023396,REVOS,REVOS,Plot no 45 shiv vihar west vikas nagar uttam nagar,28.6500204941493,77.04547226428986,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023396,REVOS,REVOS,Plot no 45 shiv vihar west vikas nagar uttam nagar,28.6500204941493,77.04547226428986,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023400,REVOS,REVOS,plot no. 45 shiv vihar west vikas nagar uttam nagar,28.6500204941493,77.04547226428986,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023400,REVOS,REVOS,plot no. 45 shiv vihar west vikas nagar uttam nagar,28.6500204941493,77.04547226428986,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023535,REVOS,REVOS,viksh nagher shom bazar chowk shop namber 1,28.64180360292022,77.04763446003199,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023535,REVOS,REVOS,viksh nagher shom bazar chowk shop namber 1,28.64180360292022,77.04763446003199,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023538,REVOS,REVOS,vikash nagher shom bazar chowk shop namber 1,28.64190423621979,77.04773001372814,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023538,REVOS,REVOS,vikash nagher shom bazar chowk shop namber 1,28.64190423621979,77.04773001372814,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023899,REVOS,REVOS,80/118 sanibajar Road Mohan  garden ,28.62798914819791,77.03985035419464,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023899,REVOS,REVOS,80/118 sanibajar Road Mohan  garden ,28.62798914819791,77.03985035419464,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023883,REVOS,REVOS,80/118 sanibajar Road mohan garden ,28.62783935534908,77.03977525234222,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023883,REVOS,REVOS,80/118 sanibajar Road mohan garden ,28.62783935534908,77.03977525234222,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023545,REVOS,REVOS,"pillar no 798,vipin garden extension gali no 12 shop no 1 uttam nagar",28.62669397742306,77.02708203345537,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023545,REVOS,REVOS,"pillar no 798,vipin garden extension gali no 12 shop no 1 uttam nagar",28.62669397742306,77.02708203345537,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00020344,REVOS,REVOS,plote no 651 kakrola housing complex metro pilar no 808,28.61894910543215,77.02536910772324,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00020344,REVOS,REVOS,plote no 651 kakrola housing complex metro pilar no 808,28.61894910543215,77.02536910772324,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00019279,REVOS,REVOS,plote no 651 kakrola housing complex metro pilar no 808,28.61892526602493,77.02555786818266,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00019279,REVOS,REVOS,plote no 651 kakrola housing complex metro pilar no 808,28.61892526602493,77.02555786818266,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023924,REVOS,REVOS,plot no 11 /34 Nidhi vihar vipin garden ,28.61990179435039,77.02511429786682,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023924,REVOS,REVOS,plot no 11 /34 Nidhi vihar vipin garden ,28.61990179435039,77.02511429786682,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023926,REVOS,REVOS,plot no 11/34  Nidhi vihar vipin garden ,28.6198632396068,77.02513910830021,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023926,REVOS,REVOS,plot no 11/34  Nidhi vihar vipin garden ,28.6198632396068,77.02513910830021,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023898,REVOS,REVOS,"block,F-EXTN. MOHAN GARDEN NEAR PEEPAL WALA ROAD",28.62333575854406,77.03858703374863,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023898,REVOS,REVOS,"block,F-EXTN. MOHAN GARDEN NEAR PEEPAL WALA ROAD",28.62333575854406,77.03858703374863,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021186,REVOS,REVOS,पानी टंकी पानी की टंकी कराला दिल्ली  81,28.72957913298422,77.03503713011742,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021186,REVOS,REVOS,पानी टंकी पानी की टंकी कराला दिल्ली  81,28.72957913298422,77.03503713011742,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023529,REVOS,REVOS,पानी की टंकी कराला दिल्ली के,28.72957913298422,77.03503713011742,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023529,REVOS,REVOS,पानी की टंकी कराला दिल्ली के,28.72957913298422,77.03503713011742,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023278,REVOS,REVOS,c ist 542 sangam vihar ,28.49981295601179,77.2372129932046,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023278,REVOS,REVOS,c ist 542 sangam vihar ,28.49981295601179,77.2372129932046,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00024152,REVOS,REVOS,"B-5, GT Karnal Road, Libaspur, Ambey Garden",28.75464928975966,77.14834000915289,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00024152,REVOS,REVOS,"B-5, GT Karnal Road, Libaspur, Ambey Garden",28.75464928975966,77.14834000915289,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021812,REVOS,REVOS,"B-5, GT Karnal Road, Libaspur, Ambey garden",28.75650457499045,77.14958421885967,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021812,REVOS,REVOS,"B-5, GT Karnal Road, Libaspur, Ambey garden",28.75650457499045,77.14958421885967,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023129,REVOS,REVOS,B-205 shiv vihar jj colony uttam nagar ,28.64083228064238,77.0558624714613,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023129,REVOS,REVOS,B-205 shiv vihar jj colony uttam nagar ,28.64083228064238,77.0558624714613,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023195,REVOS,REVOS,B-205 shiv vihar jj colony uttam nagar ,28.64093320912569,77.05582961440086,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023195,REVOS,REVOS,B-205 shiv vihar jj colony uttam nagar ,28.64093320912569,77.05582961440086,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023495,REVOS,REVOS,F36 kh 24/11/12 main 30 ft road west karawal nagar delhi,28.72924632104859,77.26083688437939,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023495,REVOS,REVOS,F36 kh 24/11/12 main 30 ft road west karawal nagar delhi,28.72924632104859,77.26083688437939,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023514,REVOS,REVOS,F36 kh 24/11/12 main 30 ft road west karawal nagar delhi,28.72920369046788,77.2606360539794,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023514,REVOS,REVOS,F36 kh 24/11/12 main 30 ft road west karawal nagar delhi,28.72920369046788,77.2606360539794,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023287,REVOS,REVOS,New Auto Class B105 LAJPAT NAGER PART 1 CAR MARKET NEW DELHI,28.57473654523857,77.23900470882654,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023287,REVOS,REVOS,New Auto Class B105 LAJPAT NAGER PART 1 CAR MARKET NEW DELHI,28.57473654523857,77.23900470882654,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00019814,REVOS,REVOS,New Auto Class B105 Lajpat Nagar part I New Delhi ,28.5747430228627,77.23903052508831,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00019814,REVOS,REVOS,New Auto Class B105 Lajpat Nagar part I New Delhi ,28.5747430228627,77.23903052508831,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023904,REVOS,REVOS,Ranhola Rd,28.63897729787363,77.05069787800312,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023904,REVOS,REVOS,Ranhola Rd,28.63897729787363,77.05069787800312,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017063,REVOS,REVOS,aardhana apartment ,28.61227650900576,77.05457467585802,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017063,REVOS,REVOS,aardhana apartment ,28.61227650900576,77.05457467585802,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00016153,REVOS,REVOS,"Kh No.23/15/1, Block A-1, Sant Nagar, Burari, Delhi -110084",28.73556398087429,77.19749048352242,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00016153,REVOS,REVOS,"Kh No.23/15/1, Block A-1, Sant Nagar, Burari, Delhi -110084",28.73556398087429,77.19749048352242,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021099,REVOS,REVOS,"Kh No-23/15/1, Block A-1,  Sant Nagar, Burari, Delhi-110084",28.73550047984159,77.1974479034543,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021099,REVOS,REVOS,"Kh No-23/15/1, Block A-1,  Sant Nagar, Burari, Delhi-110084",28.73550047984159,77.1974479034543,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021840,REVOS,REVOS,plot 4hari vihar vihar old palam road new delhi 75,28.61930316413949,77.02546466141939,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021840,REVOS,REVOS,plot 4hari vihar vihar old palam road new delhi 75,28.61930316413949,77.02546466141939,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00019020,REVOS,REVOS,"Kh.No.23/15/1, Main 100 Foota Road, Block A-1, Sant Nagar, Burari, Delhi-110084, Opposite Pepsi Road",28.73557044856989,77.19747237861156,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00019020,REVOS,REVOS,"Kh.No.23/15/1, Main 100 Foota Road, Block A-1, Sant Nagar, Burari, Delhi-110084, Opposite Pepsi Road",28.73557044856989,77.19747237861156,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023633,REVOS,REVOS,A117/2 Raju park khan pur,28.50450657705749,77.23042197525501,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023633,REVOS,REVOS,A117/2 Raju park khan pur,28.50450657705749,77.23042197525501,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023634,REVOS,REVOS,A117/2 Rajupark khanpur,28.50450746095895,77.23037738353014,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00023634,REVOS,REVOS,A117/2 Rajupark khanpur,28.50450746095895,77.23037738353014,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00019806,REVOS,REVOS,plote no - 6 kh no - 17/1/1/1 village KURENI  narela delhi -110040,28.84367458109682,77.0897937566042,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00019806,REVOS,REVOS,plote no - 6 kh no - 17/1/1/1 village KURENI  narela delhi -110040,28.84367458109682,77.0897937566042,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00019988,REVOS,REVOS,"plote no -6 kh no - 17/1/1/1 village KURENI,narela delhi -110040",28.84169632368548,77.0905565097928,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00019988,REVOS,REVOS,"plote no -6 kh no - 17/1/1/1 village KURENI,narela delhi -110040",28.84169632368548,77.0905565097928,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00021017,REVOS,REVOS,KH 20/21 kakrola housing complex,28.61978436420938,77.02557496726513,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00021017,REVOS,REVOS,KH 20/21 kakrola housing complex,28.61978436420938,77.02557496726513,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00019213,REVOS,REVOS,A27 jawahar park,28.50769829688123,77.23139863461256,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00019213,REVOS,REVOS,A27 jawahar park,28.50769829688123,77.23139863461256,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00023897,REVOS,REVOS,"c-68 LIC COLONY, OPP SAYED GAON NEAR GH8",28.661913043453,77.08219338208437,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
